solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.449999984819442,-2.4300000416114926,-0.5950001446530223,5.4199996662326155,13.94499933742918,23.70099904611707,21.49999913754873,26.949998962739482,29.159998817648738,31.769998803175987
1,-4.275000020163134,-3.8800000032410025,-2.8850000108592213,0.5049998059868812,6.514999659731984,4.259999342821539,10.544443902145657,13.583332716176907,11.994999451423064,14.24999940312571
2,-4.360000023804605,-5.060000061523169,-4.035000071721152,-0.2850001310929656,3.874999727169052,9.088888438677209,2.1299994442611934,6.4249996016267685,5.6089996786322445,6.016666304164876
3,-4.3300000263843685,-6.4200001352466645,-4.220000118017197,-2.9100001547951253,0.3399996988475323,1.0277775946176715,0.8549997595604509,-0.18888902141609126,-0.6350001459475607,-8.744444926010651
4,-4.480000028945506,-8.22000019690022,-4.1300000139512125,-3.80000010416843,-2.0777779527318976,-1.4277780960417457,-5.75500034596771,-7.460000276146457,-12.32500049243681,-10.52142925573779
5,-5.430000081239268,-7.430000166920945,-7.560000164760277,-6.935000172769651,-6.630000283103437,-3.465000270633027,-6.668750291806646,-5.914286046821092,-9.950000550398338,-16.68888966785744
6,-7.82500017224811,-12.00000035110861,-10.605000302940606,-9.060000252211466,-7.51000023977831,-13.12500056894496,-7.550000259852303,-11.975000480480958,-14.612500540330075,-14.343750697735231
7,-10.570000289846211,-15.265000591333955,-12.855000387737528,-11.84500047173351,-13.63500060653314,-16.955000629089774,-14.965000532241538,-16.18333388513161,-16.261111653358157,-18.40000068111759
8,-19.12000065613538,-20.570000745309517,-18.90000065529926,-18.140000710776075,-17.050000577117316,-16.96875059296144,-18.500000645034014,-18.61875063466141,-20.380000710114835,-19.750000721774995
9,,,,,-19.30000066384673,-19.850000687409192,-16.500000543892384,,,
