,Gen,Mean,Min,Max,Std,-Std,+Std,type
0,0,-4.105000012880192,-5.300000064074993,-3.599999991245568,0.49114663866157415,-4.5961466515417655,-3.6138533742186176,coach
1,1,-2.8500000093597917,-3.599999991245568,-1.2000000816769898,0.8581957418377479,-3.7081957511975396,-1.9918042675220438,coach
2,2,-0.3450001491233706,-3.2999999783933163,14.799999136477709,5.2014154214991315,-5.546415570622502,4.856415272375761,coach
3,3,1.6749996515456587,-2.0000000772997737,14.799999136477709,4.914684393315187,-3.239684741769528,6.589684044860846,coach
4,4,3.7249996507540346,-1.4000000902451577,16.049999230075628,5.2217930720787455,-1.496793421324711,8.94679272283278,coach
5,5,5.80499957408756,-1.4000000902451577,20.099999017082155,7.038552471690017,-1.2335528976024568,12.843552045777578,coach
6,6,7.469999541481957,0.2999998279847204,22.59999900963157,7.943399497573437,-0.47339995609148033,15.413399039055394,coach
7,7,8.794999455241486,0.2999998279847204,25.9999988861382,8.745925888662837,0.04907356657864881,17.540925343904323,coach
8,8,9.544999437266961,0.2999998279847204,25.9999988861382,9.111899859132622,0.43309957813433897,18.656899296399583,coach
9,9,10.669999358197675,0.3499997914768755,25.9999988861382,8.609099550716211,2.060899807481464,19.279098908913888,coach
10,10,13.829999309172853,0.5999998021870852,32.69999832008034,11.108784393521908,2.721214915650945,24.938783702694764,coach
11,11,15.464999240357429,0.5999998021870852,35.49999863887206,11.819539521256663,3.6454597191007654,27.284538761614094,coach
12,12,16.92499918709509,1.3499997570179405,35.49999863887206,11.281959752476725,5.643039434618364,28.206958939571813,coach
13,13,19.694999136961997,1.3499997570179405,35.49999863887206,12.17060867128005,7.524390465681947,31.865607808242046,coach
14,14,21.38999906643294,2.2999996044673026,36.64999857218936,11.814668456166372,9.575330610266567,33.20466752259931,coach
15,15,23.394998974679037,8.14999950863421,38.6999985454604,10.491649905546046,12.903349069132991,33.88664888022508,coach
16,16,24.419998929975556,11.149999366607515,38.6999985454604,10.329791528727583,14.090207401247973,34.74979045870314,coach
17,17,25.804998900694773,11.149999366607515,38.6999985454604,9.442574812645415,16.36242408804936,35.24757371334019,coach
18,18,26.259998881537467,11.149999366607515,41.19999834196642,9.575405657049226,16.68459322448824,35.835404538586694,coach
19,19,27.51499885483645,11.899999438785017,43.19999846909195,8.97098206991207,18.54401678492438,36.48598092474852,coach
20,20,28.349998840503396,11.899999438785017,43.19999846909195,8.603458327319212,19.746540513184186,36.953457167822606,coach
21,21,29.034998812014237,14.449999316129832,43.19999846909195,8.352246448619601,20.682752363394634,37.38724526063384,coach
22,22,30.614998772181572,14.449999316129832,46.19999832706526,9.700567996633351,20.91443077554822,40.315566768814925,coach
23,23,30.614998772181572,14.449999316129832,46.19999832706526,9.700567996633351,20.91443077554822,40.315566768814925,coach
24,24,31.409998736530543,14.449999316129832,46.19999832706526,9.184192668253592,22.225806068276952,40.594191404784134,coach
25,25,32.874998710956426,14.449999316129832,50.8999981819652,9.634164170042007,23.24083454091442,42.50916288099843,coach
26,26,33.46999868247658,14.449999316129832,50.8999981819652,9.930186010416772,23.539812672059806,43.40018469289335,coach
27,27,34.17499861563556,14.849999490659684,50.8999981819652,9.87421477698389,24.300783838651668,44.04921339261945,coach
28,28,36.56499857213348,26.449998905416575,50.8999981819652,7.178650373312847,29.386348198820635,43.74364894544633,coach
29,29,38.17499853344634,26.449998905416575,50.8999981819652,8.385083202883166,29.789915330563176,46.56008173632951,coach
30,30,39.31999848987907,26.449998905416575,51.69999806024134,9.319903119378381,30.000095370500688,48.63990160925745,coach
31,31,41.074998426483944,29.19999902602285,58.699997977819294,9.596203373591436,31.478795052892508,50.67120180007538,coach
32,32,41.48499841713347,29.19999902602285,58.699997977819294,9.374461024534098,32.11053739259937,50.85945944166757,coach
33,33,41.80999842747114,29.19999902602285,58.699997977819294,9.140207575672836,32.66979085179831,50.950206003143975,coach
34,34,41.80999846267514,29.19999902602285,58.699997977819294,9.140207581026495,32.669790881648645,50.950206043701634,coach
35,35,42.96999837309122,30.499998771119863,58.699997977819294,8.51428771074521,34.455710662346014,51.48428608383643,coach
36,36,43.389998375903815,30.499998771119863,60.5499979024753,9.142258733261393,34.24773964264242,52.53225710916521,coach
37,37,43.58999837301671,30.499998771119863,61.899997923057526,9.333777093693739,34.25622127932297,52.92377546671045,coach
38,38,43.63999837129377,30.499998771119863,61.899997923057526,9.334768065081018,34.30523030621275,52.97476643637479,coach
39,39,44.01499831737019,30.499998771119863,61.899997923057526,9.19796283944371,34.81703547792648,53.212961156813904,coach
