,Gen,Mean,Min,Max,Std,-Std,+Std,type
0,0,-2.7900001575239,-3.799999999813736,2.9999988228082657,1.9413651494132478,-4.731365306937148,-0.8486350081106524,random
1,1,-0.940000352403149,-3.5000000642612576,6.049999033566564,3.300893387059576,-4.240893739462725,2.360893034656427,random
2,2,-0.8600003837607801,-3.3999999826774,6.049999033566564,3.247136787114521,-4.107137170875301,2.3871364033537406,random
3,3,-0.830000382475555,-3.3999999826774,6.049999033566564,3.223910254946376,-4.053910637421931,2.393909872470821,random
4,4,-0.8200003820471465,-3.3999999826774,6.049999033566564,3.216379538858999,-4.036379920906145,2.3963791568118524,random
5,5,-0.8100003816187382,-3.2999999783933163,6.049999033566564,3.2084883268986273,-4.018488708517365,2.3984879452798893,random
6,6,-0.8000003811903298,-3.2999999783933163,6.049999033566564,3.2008588456620353,-4.000859226852365,2.4008584644717055,random
7,7,-0.7700003915000707,-3.2999999783933163,6.049999033566564,3.1786156452144625,-3.948616036714533,2.408615253714392,random
8,8,-0.7700003915000707,-3.2999999783933163,6.049999033566564,3.1786156452144625,-3.948616036714533,2.408615253714392,random
9,9,-0.7700003915000707,-3.2999999783933163,6.049999033566564,3.1786156452144625,-3.948616036714533,2.408615253714392,random
10,10,-0.7700003915000707,-3.2999999783933163,6.049999033566564,3.1786156452144625,-3.948616036714533,2.408615253714392,random
11,11,-0.2900004057213664,-3.2999999783933163,6.049999033566564,3.2131600279382857,-3.503160433659652,2.9231596222169194,random
12,12,-0.2900004057213664,-3.2999999783933163,6.049999033566564,3.2131600279382857,-3.503160433659652,2.9231596222169194,random
13,13,-0.2900004057213664,-3.2999999783933163,6.049999033566564,3.2131600279382857,-3.503160433659652,2.9231596222169194,random
14,14,-0.2900004057213664,-3.2999999783933163,6.049999033566564,3.2131600279382857,-3.503160433659652,2.9231596222169194,random
15,15,-0.2900004057213664,-3.2999999783933163,6.049999033566564,3.2131600279382857,-3.503160433659652,2.9231596222169194,random
16,16,-0.24000041130930186,-3.2999999783933163,6.049999033566564,3.1695263741580377,-3.4095267854673397,2.929525962848736,random
17,17,0.30999953895807264,-3.2999999783933163,6.049999033566564,3.119679083087701,-2.809679544129628,3.4296786220457736,random
18,18,0.30999953895807264,-3.2999999783933163,6.049999033566564,3.119679083087701,-2.809679544129628,3.4296786220457736,random
19,19,0.30999953895807264,-3.2999999783933163,6.049999033566564,3.119679083087701,-2.809679544129628,3.4296786220457736,random
20,20,0.30999953895807264,-3.2999999783933163,6.049999033566564,3.119679083087701,-2.809679544129628,3.4296786220457736,random
21,21,0.4499995566904545,-3.2999999783933163,6.049999033566564,3.243762887578458,-2.7937633308880034,3.6937624442689128,random
22,22,0.4499995566904545,-3.2999999783933163,6.049999033566564,3.243762887578458,-2.7937633308880034,3.6937624442689128,random
23,23,0.4499995566904545,-3.2999999783933163,6.049999033566564,3.243762887578458,-2.7937633308880034,3.6937624442689128,random
24,24,0.4499995566904545,-3.2999999783933163,6.049999033566564,3.243762887578458,-2.7937633308880034,3.6937624442689128,random
25,25,0.4499995566904545,-3.2999999783933163,6.049999033566564,3.243762887578458,-2.7937633308880034,3.6937624442689128,random
26,26,0.7849995207972824,-3.2999999783933163,7.249999239575118,3.7206884087154637,-2.9356888879181815,4.505687929512746,random
27,27,0.8649995087645947,-3.2999999783933163,7.249999239575118,3.6419119146593872,-2.7769124058947927,4.506911423423982,random
28,28,0.8649995087645947,-3.2999999783933163,7.249999239575118,3.6419119146593872,-2.7769124058947927,4.506911423423982,random
29,29,0.8649995087645947,-3.2999999783933163,7.249999239575118,3.6419119146593872,-2.7769124058947927,4.506911423423982,random
30,30,0.9949995375238359,-3.2999999783933163,8.549999527167529,3.8827468058966796,-2.887747268372844,4.877746343420515,random
31,31,0.9949995375238359,-3.2999999783933163,8.549999527167529,3.8827468058966796,-2.887747268372844,4.877746343420515,random
32,32,1.0049995379522443,-3.2999999783933163,8.549999527167529,3.872043745226928,-2.8670442072746836,4.877043283179172,random
33,33,1.0049995379522443,-3.2999999783933163,8.549999527167529,3.872043745226928,-2.8670442072746836,4.877043283179172,random
34,34,1.0049995379522443,-3.2999999783933163,8.549999527167529,3.872043745226928,-2.8670442072746836,4.877043283179172,random
35,35,1.0049995379522443,-3.2999999783933163,8.549999527167529,3.872043745226928,-2.8670442072746836,4.877043283179172,random
36,36,1.0049995379522443,-3.2999999783933163,8.549999527167529,3.872043745226928,-2.8670442072746836,4.877043283179172,random
37,37,1.0049995379522443,-3.2999999783933163,8.549999527167529,3.872043745226928,-2.8670442072746836,4.877043283179172,random
38,38,1.269999518385157,-3.2999999783933163,11.199999331496656,4.429852973929578,-3.1598534555444213,5.699852492314735,random
39,39,1.7099995063152165,-3.2999999783933163,15.59999921079725,5.486747385370307,-3.7767478790550904,7.196746891685523,random
