solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.419999983534217,-2.325000029383227,-0.8900001263711601,3.824999662488699,9.339999467274174,14.17499937475659,15.719999313540757,17.13499929369427,17.694999165832996,18.034999188547953
1,-3.7699999985285104,-4.350000031106174,-3.0950000082608313,-2.155000068480149,0.15999984932132066,2.4249997807201,2.5449995392002167,5.855555197948383,5.483332955174976,5.544444120902982
2,-4.040000010095537,-3.9600000066682695,-3.5599999972619116,-2.4550000813324004,-0.5450001033023,0.3799997891765088,1.3149997991509736,3.8777775415736766,4.699999721720815,3.9499997194959886
3,-4.050000010523945,-4.575000036880374,-6.790000158827752,-2.625000080605969,-2.8150000812951474,0.42777765940667856,-1.1944447011790342,-1.8000002739330132,-0.36666687505526674,-3.4722224389616816
4,-4.1300000139512125,-5.600000076927245,-6.345000108843669,-4.190000124741346,-6.36500012902543,-2.390000070258975,-5.7000003242865205,-5.320000099716708,-6.5357145017146,-5.312500286148861
5,-4.5350000313017516,-6.93000013390556,-7.995000179531052,-7.51500015896745,-8.425000240467488,-6.290000137407333,-6.4900001459755,-9.993750337453093,-18.18750067881774,-10.050000355512436
6,-5.620000077784061,-10.300000278279185,-8.5300002372358,-8.410000205039978,-11.47000034772791,-10.720000361837446,-10.405000352347269,-13.227778194368714,-19.45833411347121,-18.55000067036599
7,-10.780000298842788,-13.965000504860654,-13.100000502588227,-13.55000050640665,-14.365000467887148,-16.550000576954336,-15.500000539701432,-14.362500466813799,-18.771429223673685,-12.475000483263283
8,-20.34500070861541,-19.740000705886633,-17.975000649597497,-15.556250532448757,-14.935000476846472,-16.428571985967988,-15.705556099768728,-15.683333861563975,-15.61250050587114,-13.800000433743532
9,,,,-19.200000659562647,-17.000000565312803,-16.283333893710125,-18.20000066825499,-17.400000582449138,,-16.72000055331737
