solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.499999986961484,-3.0999999698251486,-1.1500000795349479,4.699999591335654,8.549999409820884,23.999999032355845,31.199998762458563,34.89999880781397,36.49999836971983,36.34999851929024
1,-3.7999999998137355,-3.2999999783933163,-2.799999956972897,-1.8486753106117249e-07,3.499999773222953,9.649999574292451,25.699998950585723,20.69999908283353,22.699998936615884,20.49999907426536
2,-3.6999999955296516,-3.2999999783933163,-3.1999999741092324,0.6499998043291271,5.399999778717756,7.099999502301216,14.249999542254955,19.14999928837642,20.099999213125557,19.19999913452193
3,-3.9000000040978193,-3.2999999783933163,-2.1500000450760126,3.0499997925944626,1.8999997032806277,5.999999727122486,11.049999479670078,10.999999477528036,6.649999677669257,4.79999979166314
4,-3.7999999998137355,-3.2999999783933163,-3.1999999741092324,2.1999997161328793,-2.700000029988587,4.649999785237014,-2.2500005890615284,-3.2999999783933163,-3.7999999998137355,0.4999994528479874
5,-4.4000000255182385,-3.499999986961484,-4.000000008381903,-3.2999999783933163,-3.0999999698251486,-1.4500000537373126,-3.2499999762512743,,-24.300000878050923,-2.9999999655410647
6,-4.100000012665987,-4.100000012665987,-5.800000085495412,-4.70000003837049,-3.599999991245568,-9.950000301934779,-18.20000061672181,-26.60000097658485,,-21.60000076238066
7,-8.050000181887299,-13.450000683777034,-14.950000786688179,-11.400000480003655,-18.600000633858144,-17.70000059530139,-16.350000537466258,,,-9.950000455137342
8,-19.100000655278563,-19.00000065099448,-15.600000505335629,-13.500000454019755,-17.15000057173893,-17.500000586733222,-16.200000531040132,-17.600000591017306,,
9,,,,,-17.000000565312803,-17.250000576023012,-17.70000059530139,-19.100000655278563,,-21.800000770948827
