solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.3999999826774,-2.0500000794418156,3.199999681673944,3.4499996537342668,13.349999346304685,23.349999043159187,30.799998745322227,43.34999847551808,47.949997974094,48.64999792678282
1,-3.7999999998137355,-3.1999999741092324,-2.3000000515021384,1.499999763444066,14.54999916581437,14.349999390542507,32.79999855905771,28.499998917337507,46.2999984100461,56.09999790228903
2,-4.900000046938658,-3.1999999741092324,-0.4500001654960215,5.349999776575714,7.199999662581831,20.599999078549445,38.79999847104773,51.299998277798295,54.14999828534201,61.899997923057526
3,-4.100000012665987,-3.1999999741092324,-3.0999999698251486,5.149999612011015,11.199999486096203,22.849998981691897,28.099998782854527,49.499997807201,36.799998813308775,55.0999980927445
4,-3.6999999955296516,-3.2999999783933163,-2.9999999655410647,-2.9999999655410647,5.4999995096586645,13.949999296106398,34.64999879710376,42.54999871458858,34.74999817740172,47.94999820878729
5,-4.200000016950071,-3.2999999783933163,-3.0999999698251486,-1.3000001632608473,5.9499995689839125,10.449999492615461,26.399998981971294,38.84999823849648,42.099998655263335,42.59999797400087
6,-7.400000154040754,-3.1999999741092324,-3.1999999741092324,1.2499997527338564,10.099999281577766,11.9999994430691,24.09999903663993,39.94999840436503,37.24999844189733,60.5499979024753
7,-7.125000153668225,-3.2999999783933163,-2.949999963399023,-2.600000025704503,3.09999967738986,13.999999296851456,13.799999288283288,29.549998846370727,28.849998737685382,43.599998174235225
8,-20.800000805407763,-3.2999999783933163,-3.1999999741092324,-2.1000000815838575,-1.3000001246109605,7.899999653920531,9.349999600090086,13.149999181739986,19.1499988976866,21.84999925084412
9,,-13.850000469014049,-7.55000027641654,-4.000000008381903,-5.500000072643161,-3.2999999783933163,-3.499999986961484,-2.9000001158565283,6.1999995009973645,-3.1999999741092324
