solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.3999999826774,-1.9000000730156898,1.8999997419305146,7.199999662581831,10.049999514129013,18.299999094568193,17.999999355059117,24.249999043066055,28.8999990131706,26.89999908208847
1,-4.4000000255182385,-2.500000060070306,-1.2500001224689186,-1.4500000923871994,-0.20000019343569875,7.7999994950369,16.099999193567783,15.799999298062176,26.549999067094177,19.299999177455902
2,-18.600000633858144,-2.600000025704503,-1.9000000730156898,-0.10000015050172806,-0.9000001074746251,8.799999459180981,17.149999083951116,18.849999158177525,35.149998545181006,26.499999024905264
3,-13.650000421795994,-2.9999999655410647,-1.850000070873648,-2.3000000515021384,3.5499996193684638,26.54999898839742,27.09999862127006,30.249998760409653,40.49999838927761,17.19999943813309
4,-7.200000145472586,-3.3999999826774,-2.700000029988587,-1.5500000966712832,1.8499997397884727,8.849999501369894,17.549999218434095,17.04999911831692,37.449998567812145,26.999998851679265
5,-19.80000068526715,-3.499999986961484,-3.1999999741092324,-2.3000000128522515,6.299999739974737,3.1499996022321284,15.59999921079725,19.8999989698641,24.39999908953905,46.8949981443584
6,-11.600000333972275,-4.550000031944364,-3.5000000642612576,-2.400000055786222,1.9499997440725565,0.5499997613951564,3.849999710917473,3.0324997259303927,15.699999215081334,14.399999313987792
7,-11.150000314693898,-13.000000393949449,-3.499999986961484,-3.9000000040978193,-5.3000002186745405,-5.000000205822289,-1.2500001997686923,14.199999422766268,8.299999359063804,13.799999170936644
8,,-16.500000543892384,-13.600000496953726,-13.10000043688342,-11.000000308267772,-6.050000635907054,-4.500000145751983,-13.900000432506204,-12.55000064522028,-10.100000462960452
9,,,,,,,,-14.000000436790287,,-17.550000975374132
