solution_1,0,1,2,3,4,5,6,7,8,9
0,-4.245798338564629,-3.0274999937741085,-2.516250025003683,-0.4812501230509952,1.8574997605135044,4.048791351309046,6.896020440376985,9.000832860854764,10.555749489281636,10.906811994488816
1,-10.804273809441645,-3.2508333154177915,-2.8062500039309572,-2.300000041804742,-0.7004167928476818,0.5399998149795768,1.562770610380297,4.858207987652471,6.666832934413105,7.562041245319415
2,-9.280833573103882,-3.2320833181574318,-2.9895833306363784,-2.080833382473793,-0.5041668122673096,0.860416475784344,2.529583072316988,3.855499699579862,5.926916305123208,7.582957910148737
3,-8.845833553179789,-3.289999983762391,-3.022500000001552,-2.173333371884655,-1.3870834262886396,0.6191664966909836,2.38141638560143,3.733416380174458,5.7423329838900825,8.732499536130733
4,-8.53416687316106,-3.60166666120446,-3.0966666601831094,-2.139166707308808,-1.3579167581085736,-0.0002084813352363805,0.5629164480604232,3.6412496972673885,4.895833008375485,7.242541242740117
5,-10.179583613217497,-4.941666716356607,-3.4925000004897204,-2.757916691992432,-1.6716667548714517,-1.2491667936633652,-0.4841668116627261,1.4924997822847217,1.9612497825136719,5.060645504272543
6,-13.59333376204207,-9.036250229292394,-4.669166709191631,-3.7970833603758365,-3.167083357530646,-3.0275000265450216,-2.334583405572145,-0.8321043020114303,-1.0570834548717054,2.4328956024177995
7,-18.689167315939752,-14.826667162038696,-10.326250287455817,-8.460833565650198,-6.857916844151138,-5.705833448923658,-5.481666787123928,-4.554201837386467,-4.686974937017975,-2.152916802333978
8,-23.240000844531906,-21.698077715660194,-17.83103509932146,-15.810924900683942,-13.342609150634836,-13.942544335291084,-13.486364074690606,-13.925000499639856,-13.453500472442247,-10.40598327296778
9,,-20.666667440595727,-21.308334128310282,-19.17000072770752,-17.883333941642196,-21.207143602693186,-18.01750066673849,-13.808333797341524,-18.37777843647119,-17.43750059613376
