solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.9000000040978193,-2.2500000493600965,-1.6000000601634383,-1.6500000623054802,26.899999003391713,23.599998897872865,26.399998903274536,28.74999888939783,26.89999888604507,22.449998847208917
1,-4.200000016950071,-2.9999999655410647,-2.599999987054616,-2.0000000772997737,20.099998978432268,14.349999234545976,21.549999159295112,23.449999086093158,25.299999050796032,25.649998909793794
2,-8.10000018402934,-3.3999999826774,-2.9999999655410647,-4.500000029802322,27.099998973309994,24.699998867698014,23.749998942948878,24.699998985044658,24.24999892571941,28.8999990131706
3,-14.450000494718552,-3.7999999998137355,-3.0999999698251486,-3.0999999698251486,25.499998942017555,14.449999512173235,23.54999877838418,24.149998921435326,34.14999873563647,34.14999873563647
4,-11.950000348966569,-3.3999999826774,-3.2999999783933163,-3.0500000063329935,14.499999318271875,4.249999728053808,17.149999005254358,24.39999904949218,24.549998978618532,24.499998937826604
5,-12.100000355392694,-3.3999999826774,-3.2999999783933163,-3.2999999783933163,10.899999473243952,23.4999990882352,21.649999163579196,23.89999902807176,23.199998958036304,24.799998989328742
6,-17.300000578165054,-3.2999999783933163,-3.3999999826774,-3.499999986961484,1.0999997849576175,20.94999905489385,10.999999400228262,2.699999660253525,18.94999916246161,33.149998652748764
7,-22.600000805221498,-4.4000000255182385,-5.950000207871199,-7.5000001969747245,5.549999746493995,2.2499996409751475,16.79999941959977,1.2999996389262378,-1.4000004366971552,-0.9500005720183253
8,,-19.400000668130815,-14.000000436790287,-5.800000124145299,-7.950000177603215,-7.450000194832683,-3.1999999741092324,-3.1999999741092324,-3.6500000706873834,0.1499998215585947
9,,,-19.70000106608495,,,-21.800000770948827,,-4.100000012665987,-22.600000805221498,-15.750000511761755
