row       col       value     
0         0         -3.5      
0         1         -2.7      
0         2         1.6       
0         3         14.5      
0         4         17.7      
0         5         29.3      
0         6         32.6      
0         7         44.55     
0         8         34.8      
0         9         51.7      
1         0         -4.0      
1         1         -3.0      
1         2         1.75      
1         3         8.3       
1         4         9.35      
1         5         24.4      
1         6         28.45     
1         7         41.05     
1         8         47.55     
1         9         57.65     
2         0         -3.6      
2         1         -3.2      
2         2         2.5       
2         3         7.1       
2         4         12.2      
2         5         22.0      
2         6         28.45     
2         7         42.95     
2         8         50.3      
2         9         50.25     
3         0         -3.9      
3         1         -3.1      
3         2         -2.5      
3         3         6.8       
3         4         8.1       
3         5         16.7      
3         6         23.75     
3         7         40.2      
3         8         41.05     
3         9         49.9      
4         0         -3.9      
4         1         -3.2      
4         2         -0.75     
4         3         4.95      
4         4         9.5       
4         5         13.0      
4         6         23.5      
4         7         44.2      
4         8         44.7      
4         9         42.45     
5         0         -4.2      
5         1         -3.3      
5         2         -1.55     
5         3         4.05      
5         4         4.45      
5         5         5.0       
5         6         23.4      
5         7         42.95     
5         8         43.65     
5         9         42.65     
6         0         -4.65     
6         1         -5.1      
6         2         -2.65     
6         3         -2.35     
6         4         2.15      
6         5         7.75      
6         6         12.1      
6         7         41.45     
6         8         43.25     
6         9         48.15     
7         0         -5.8      
7         1         -4.3      
7         2         -2.9      
7         3         -2.8      
7         4         5.2       
7         5         5.3       
7         6         10.85     
7         7         37.15     
7         8         38.6      
7         9         45.5      
8         0         -18.9     
8         1         -9.65     
8         2         -3.2      
8         3         -3.2      
8         4         -3.1      
8         5         6.7       
8         6         11.5      
8         7         11.25     
8         8         13.0      
8         9         37.7      
9         0         nan       
9         1         nan       
9         2         -3.5      
9         3         -3.95     
9         4         -1.7      
9         5         4.4       
9         6         4.05      
9         7         8.0       
9         8         3.45      
9         9         9.6       
