solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.449999984819442,-2.350000030454248,0.9699998028576374,4.639999667042867,6.134999639028683,12.339999426994472,14.929999356996268,16.654999241372572,18.19499925421551,19.529999219067395
1,-4.210000017378479,-3.334999983757734,-2.4600000078324227,-0.5150001717265695,1.6449998090043665,2.9349997603334486,4.004999744752422,6.599999618613058,3.389999653119594,5.824999414558988
2,-3.8480000036302955,-3.5399999886751177,-3.6550000129267572,-1.6550001508556307,0.05999986464157701,1.2499998424667864,2.1499997235110238,-2.9000004155354366,1.8999996144945424,3.543749639997259
3,-4.1550000150222335,-4.025000009452924,-3.350000007590279,-4.4000000796280805,-2.9450000712648032,-3.6350002786144615,0.3499998611191081,-4.583333615161893,-2.6388890144104757,-2.9785717126381184
4,-4.350000023376197,-5.09500005915761,-4.435000027017668,-3.9800000423099844,-5.000000051222742,-6.1200001030694695,-7.710000278986991,-7.0944445939838054,-9.094444739787528,-11.214286031733666
5,-4.430000026803464,-8.110000203782693,-7.32000016993843,-6.230000130971893,-8.24000021708198,-8.235000224597751,-10.472222533646143,-14.988889372338438,-9.656250371306669,-10.055555827656967
6,-5.500000072643161,-9.950000263284892,-10.04000034444034,-12.345000427728518,-7.400000223470852,-9.400000270642341,-10.120000278297812,-12.938889305986878,-13.835714809330446,-14.345000555785372
7,-7.070000139903277,-15.360000537568704,-14.365000483347103,-13.265000467142091,-11.945000352617352,-11.240000349469483,-14.066667119196305,-14.31500045801513,-14.121429046549435,-15.64000054183416
8,-20.54500073650852,-19.665000694943593,-19.28500066320412,-17.680000613769515,-16.23750057129655,-14.855556046176288,-17.811111715467025,-16.00714338544224,-15.475000499980524,-15.050000481773168
9,-24.400000882335007,-25.50000092945993,,,-20.60000071953982,,,,,
