solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.6999999955296516,-3.2999999783933163,-0.6000001719221473,-0.6000001719221473,0.2999997506849468,2.8499996280297637,7.799999610986561,31.699998629279435,30.349998724646866,33.2499985396862
1,-4.900000046938658,-3.3999999826774,-0.7000001375563443,-0.6500001354143023,1.3999996818602085,20.949999093543738,4.199999609962106,22.599999244324863,31.61999912140891,20.7999993218109
2,-24.800000899471343,-3.2999999783933163,-1.800000068731606,-2.1000000429339707,0.8999996231868863,18.54999922402203,11.799999049399048,25.899998764507473,34.6499986439012,16.999999389518052
3,-14.850000473205,-3.2999999783933163,-3.2999999783933163,-1.000000111758709,-0.20000038668513298,8.099999429192394,15.949998842086643,36.34999863663688,14.39999954868108,31.599998896941543
4,-9.550000246148556,-3.2999999783933163,-2.899999961256981,-2.9999999655410647,1.9499994749203324,0.04999981727451086,0.6499996497295797,16.699998947326094,17.34999936586246,39.3999984995462
5,-13.600000419653952,-3.3999999826774,-2.9999999655410647,-1.9000000730156898,0.09999970346689224,-0.8500003758817911,3.449999579228461,0.449999641161412,25.949998843949288,25.499998747371137
6,-19.100000655278563,-16.45000058040023,-8.000000450294465,-3.1000000084750354,-3.2999999783933163,-3.0999999698251486,4.899999485351145,4.349999115336686,3.5499991956166923,29.64999885065481
7,-19.10000069392845,-15.400000844616443,-10.800000299699605,-6.100000523496419,-5.20000017574057,-4.350000023376197,4.499999353662133,3.2999989530071616,7.749999414198101,16.399999402463436
8,-23.150000867433846,-19.30000112624839,-14.200000484008342,-16.050000524614006,-12.350000443402678,,-16.100000526756048,-9.70000040717423,7.599999369122088,6.249999349936843
9,,,,,,,-15.400000496767461,,,
