solution_1,0,1,2,3,4,5,6,7,8,9
0,-4.600000034086406,-2.1500000450760126,-0.10000022780150175,-0.8500001053325832,2.499999690335244,-0.2000001547858119,0.39999979361891747,3.44999961508438,5.149999650660902,-0.10000015050172806
1,-17.200000612530857,-2.649999989196658,-1.7000000644475222,-1.8500001095235348,-2.0500000794418156,-0.6000001719221473,0.5999998021870852,15.899999223649502,-1.2000001203268766,-0.7000001762062311
2,-6.25000010477379,-3.2999999783933163,-2.2500000493600965,-2.600000025704503,-0.3500001998618245,-0.2000001547858119,-2.9999999655410647,15.199999270960689,-1.0000001504085958,-0.05000018700957298
3,-18.300001006107777,-3.250000014901161,-1.4500000923871994,-1.5000000558793545,0.4999997979030013,-1.8000001073814929,2.9499995936639607,5.249999616295099,-1.3500000881031156,6.199999619740993
4,-14.050000477582216,-3.7999999998137355,-3.3999999826774,-3.2999999783933163,-0.5500001697801054,-1.700000103097409,-2.0000000772997737,9.899999198503792,5.449999663513154,37.04999870667234
5,-20.30000070668757,-3.599999991245568,-3.3999999826774,-2.4000000171363354,-1.5500000966712832,-1.500000403728336,6.249999581836164,15.399999044835567,-1.6000000988133252,-0.05000018700957298
6,-13.700000423938036,-5.000000051222742,-3.499999986961484,-1.200000043027103,4.39999961713329,-3.1999999741092324,-2.500000021420419,18.849999158177525,14.999999379739165,-1.7000000644475222
7,-16.90000056102872,-14.900000475347042,-4.300000021234155,-4.100000012665987,-3.6500000706873834,-2.9000001158565283,-5.200000059790909,19.699998962692916,-1.800000068731606,-1.4000001288950443
8,-23.800000856630504,-14.400000453926623,-10.900000303983688,-3.7999999998137355,-4.4000000255182385,-3.3999999826774,-6.900000517722219,-3.950000083539635,-6.650000468362123,-0.5000004381872714
9,,,-16.4000005396083,-16.900000599678606,,,-9.000000222586095,-13.000000393949449,-13.400000527035445,-9.800000256858766
