solution_1,0,1,2,3,4,5,6,7,8,9
0,-4.097083346518533,-3.0458333249941156,-2.5433333549997768,-0.9470834536710754,2.4695830662696,4.839999650329506,6.168332929338794,6.37249960784878,5.5237496453453785,6.6179162703299275
1,-8.639496008059433,-3.1887499855443213,-2.942500000439274,-2.5554166943145296,-0.007500153826549649,0.9899998075251157,1.975833103056842,1.9791664363622354,3.6449997173273005,4.424999700420691
2,-9.035000232448025,-3.3795833193231375,-3.0729166585214744,-2.768333356563623,-0.9295834504921611,1.0798122928633045,1.8599997754131132,3.1745830391339647,3.6245830413070506,4.994166324178999
3,-7.688750169309787,-3.3654166491508173,-3.111666658571145,-2.770416676113382,-0.2641667993273586,1.77083310582287,1.2162498025068393,3.1954163668250355,2.730416401921927,4.716666324459948
4,-7.6816668350288335,-3.523333322260684,-3.2141666600635896,-2.897500011716814,-0.9370834321559717,0.11958316308446229,1.0329164632518466,1.753749764788275,3.7524996703413005,3.604166356039544
5,-8.73916688322012,-4.142083350700947,-3.4291666599339807,-3.115833331535881,-2.013750053270875,-0.9716668050115307,0.8516664624912664,1.4879164134850726,3.047499705416461,4.364999672588116
6,-12.860000395359627,-6.410000115493313,-4.399583364631204,-3.604583337980633,-2.6408333809968707,-1.939166759509438,-1.1212501263129524,0.36545815675441795,1.499999766466984,2.7233330505589644
7,-18.002917298756074,-11.066250327854261,-6.795416809599071,-5.109166748643232,-3.8845834210631436,-3.516666712305353,-2.600416740216315,-2.099583452555817,-1.9529167913172083,-0.48000020180285596
8,-23.053473057070125,-16.958750575140584,-12.441250393834586,-9.578750274745593,-8.340000282480226,-6.9650001823940935,-5.845833480296036,-5.855000120370338,-5.630000189167913,-4.70666681859099
9,,-21.322222976997082,-18.65370436703476,-18.163462171429554,-17.533898921438762,-15.685385165979655,-14.360588752944022,-13.618675160210534,-13.665854130973813,-11.780555950467372
