solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.499999986961484,-2.6999999913387,1.599999729078263,14.49999943561852,17.699999342206866,29.29999860096723,32.59999874653295,44.54999841097742,34.799998607486486,51.69999825628474
1,-4.000000008381903,-2.9999999655410647,1.7499997741542757,8.29999963240698,9.349999253638089,24.399998854845762,28.44999887654558,41.049998491536826,47.549998151604086,57.649998048786074
2,-3.599999991245568,-3.1999999741092324,2.499999728985131,7.099999423604459,12.199999258387834,21.99999898392707,28.44999864185229,42.94999838108197,50.299998038914055,50.24999823141843
3,-3.9000000040978193,-3.0999999698251486,-2.500000330619514,6.799999645445496,8.099999506492168,16.69999906467274,23.749999021645635,40.199998611118644,41.04999825824052,49.89999809907749
4,-3.9000000040978193,-3.1999999741092324,-0.7500001396983862,4.949999680742621,9.499999451916665,12.999999252613634,23.499998776242137,44.19999855197966,44.69999826140702,42.44999839691445
5,-4.200000016950071,-3.2999999783933163,-1.5500000966712832,4.049999720882624,4.449999776668847,4.999999722931534,23.39999896660447,42.949998379684985,43.6499983323738,42.649998522829264
6,-4.650000036228448,-5.1000000555068254,-2.650000066496432,-2.350000130943954,2.1499997940845788,7.749999686144292,12.099999564699829,41.44999843137339,43.24999843258411,48.149998334702104
7,-5.800000085495412,-4.300000021234155,-2.899999961256981,-2.8000001115724444,5.199999770149589,5.299999579787254,10.849999353755265,37.14999855495989,38.59999861847609,45.49999833572656
8,-18.900000646710396,-9.65000025043264,-3.1999999741092324,-3.1999999741092324,-3.0999999698251486,6.699999679811299,11.499999498948455,11.249999488238245,12.99999952595681,37.69999846536666
9,,,-3.499999986961484,-3.9500000062398612,-1.7000001417472959,4.399999735876918,4.0499994875863194,7.9999992731027305,3.4499996951781213,9.599999377503991
