row       col       value     
0         0         -3.4      
0         1         -1.9      
0         2         1.9       
0         3         7.2       
0         4         10.05     
0         5         18.3      
0         6         18.0      
0         7         24.25     
0         8         28.9      
0         9         26.9      
1         0         -4.4      
1         1         -2.5      
1         2         -1.25     
1         3         -1.45     
1         4         -0.2      
1         5         7.8       
1         6         16.1      
1         7         15.8      
1         8         26.55     
1         9         19.3      
2         0         -18.6     
2         1         -2.6      
2         2         -1.9      
2         3         -0.1      
2         4         -0.9      
2         5         8.8       
2         6         17.15     
2         7         18.85     
2         8         35.15     
2         9         26.5      
3         0         -13.65    
3         1         -3.0      
3         2         -1.85     
3         3         -2.3      
3         4         3.55      
3         5         26.55     
3         6         27.1      
3         7         30.25     
3         8         40.5      
3         9         17.2      
4         0         -7.2      
4         1         -3.4      
4         2         -2.7      
4         3         -1.55     
4         4         1.85      
4         5         8.85      
4         6         17.55     
4         7         17.05     
4         8         37.45     
4         9         27.0      
5         0         -19.8     
5         1         -3.5      
5         2         -3.2      
5         3         -2.3      
5         4         6.3       
5         5         3.15      
5         6         15.6      
5         7         19.9      
5         8         24.4      
5         9         46.89     
6         0         -11.6     
6         1         -4.55     
6         2         -3.5      
6         3         -2.4      
6         4         1.95      
6         5         0.55      
6         6         3.85      
6         7         3.032     
6         8         15.7      
6         9         14.4      
7         0         -11.15    
7         1         -13.0     
7         2         -3.5      
7         3         -3.9      
7         4         -5.3      
7         5         -5.0      
7         6         -1.25     
7         7         14.2      
7         8         8.3       
7         9         13.8      
8         0         nan       
8         1         -16.5     
8         2         -13.6     
8         3         -13.1     
8         4         -11.0     
8         5         -6.05     
8         6         -4.5      
8         7         -13.9     
8         8         -12.55    
8         9         -10.1     
9         0         nan       
9         1         nan       
9         2         nan       
9         3         nan       
9         4         nan       
9         5         nan       
9         6         nan       
9         7         -14.0     
9         8         nan       
9         9         -17.55    
