solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.4099999831058083,-2.5950000061653555,1.454999773390591,9.264999502850696,18.889999116677792,29.134998781234025,36.07499851165339,39.699998463643716,41.84999841344543,40.49949850877747
1,-3.9550000064540654,-3.0799999766983093,-0.6950001218821853,5.179999683005735,12.47999937501736,22.87999895233661,30.589998825639487,35.41499859201722,38.33999851718545,37.11999860075302
2,-3.7599999981001018,-3.194999977760017,-0.39000014746561645,3.1799997011199594,14.414999287715181,22.179999003512783,26.214998903078957,35.89499864047393,38.439998478675264,40.84999838909134
3,-3.9100000045262275,-3.2199999749660493,-1.2850001201033592,3.169999716291204,11.224999483581632,23.35499900430441,28.18499883702025,33.93999868356623,37.65999851883389,39.95374847203493
4,-4.125000013737008,-3.214999986346811,-1.3620000883936882,2.174999731220305,12.824999374197796,20.87999906791374,27.309998885262758,30.83999879383482,36.43499856670387,40.52999847671017
5,-4.280000020377338,-3.28499998934567,-1.8650000831112266,1.8799997651018203,9.364749541785567,17.169999240664765,28.93624882735312,32.6649986862205,32.27499872003682,38.06999848629348
6,-4.910000047367066,-3.584999990602955,-2.8800000067800284,0.4449998346157372,10.484999443870038,15.014999302523211,27.714998886873946,31.70999873005785,30.769998767366634,36.11999867372215
7,-6.935000134119764,-5.025000052293763,-2.8800000145100055,-1.4350001455750316,8.114999585272745,10.504999436438084,18.39999921619892,26.38499889560044,23.484999041212724,30.909998812433333
8,-18.275000619934872,-8.589000206999481,-4.735000105574727,-2.5900000446010383,4.084999658586457,4.70499968198128,9.784999455697834,10.849999459506943,17.584999204333872,27.89474892313592
9,,-13.162500400911085,-11.700000349851326,-8.140000205067917,-4.340000111842528,-4.380000440962613,-1.965000264905393,-2.0500002599786966,-3.375000070221722,6.8199995524249974
