Generation,Min,Mean,Max,Std
-1,-30.050001124385744,-24.180000882572493,-4.650000036228448,5.275779794536767
0,-50.50000200048089,-20.605000729416496,-3.599999991245568,8.795182293881608
1,-49.00000193621963,-20.72250073122947,-3.599999991245568,11.038514205111865
2,-50.400001996196806,-21.38916743354251,-3.599999991245568,9.948958027961924
3,-49.00000193621963,-19.004167330722947,-3.2999999783933163,9.622830426700965
4,-50.100001983344555,-15.885000533005222,-1.2000001976266503,9.745051716011288
5,-49.10000194050372,-14.647500473548037,-3.2999999783933163,10.759122268073796
6,-48.90000193193555,-12.800833730345282,-3.1000002403743565,10.08713122026125
7,-50.70000200904906,-14.53333380005788,-3.2999999783933163,12.130549648559581
8,-49.8000019704923,-12.6908337333162,0.1499994765035808,11.673926179791158
9,-48.95000193407759,-10.281666953178744,-3.1999999741092324,9.839135570842828
10,-47.15000185696408,-8.541666874770696,-3.1999999741092324,9.508874185785244
11,-50.50000200048089,-9.100833562815872,-3.1999999741092324,10.298987012976013
12,-47.000001850537956,-10.128333624824881,-3.1000002017244697,11.444789581227777
13,-46.700001837685704,-9.742500260192902,-3.1999999741092324,10.749154784877023
14,-49.300001949071884,-9.53750025331974,-2.8500003442168236,11.254172389326747
15,-46.700001837685704,-8.60333354085839,-3.0999999698251486,11.042984167942057
16,-50.70000200904906,-10.545000290707685,-2.9999999655410647,11.956273973532554
17,-43.60000178217888,-9.74833359377614,-3.0999999698251486,10.223755323189383
18,-50.400001996196806,-8.062500188220293,-3.0999999698251486,11.02464568368233
19,-50.600002004764974,-8.110000187034409,-3.0999999698251486,9.79974871633483
20,-30.800001156516373,-8.144166857097298,-2.3000000515021384,9.225712163127557
21,-30.000001122243702,-7.319166823041936,-2.4000001717358828,7.915386679422606
22,-50.650002006907016,-8.745833566885752,4.949999759439379,10.213138575739332
23,-46.700001837685704,-8.111666871141642,2.949999749660492,10.496100372513853
24,-50.600002004764974,-9.980000292843519,7.099999658297747,14.38320028146424
25,-50.600002004764974,-8.587500219039308,3.449999772477895,10.461882136560625
26,-48.90000193193555,-7.352500182879157,0.9499998572282493,10.255675373296297
27,-46.05000180983916,-8.69583358724291,5.049999723676592,10.551841843112223
28,-47.10000185482204,-8.056666884268633,1.4999997247941792,10.245407786711173
29,-48.6000019190833,-7.053333510481752,1.1499997097998857,9.081680034099062
30,-50.70000200904906,-8.41500023419503,3.7999996314756572,11.989236283260608
31,-49.90000197477639,-10.26250030628095,-0.6000001332722604,12.452776743199621
32,-49.00000193621963,-11.322500347827251,-0.9000001847743988,14.017627669123367
33,-50.600002004764974,-9.410000276200783,3.649999740999192,12.873036942935082
34,-50.00000197906047,-6.798333500154937,7.899999771267176,9.29416056334155
35,-50.400001996196806,-8.270000250412462,4.44999985396862,11.322280106677756
36,-50.70000200904906,-7.6591669075889515,5.74999979371205,11.943961607308129
37,-29.800001113675535,-6.2100001699601615,4.09999980032444,8.569061913328255
38,-49.00000193621963,-7.607500213105231,4.399999851826578,10.428430399436447
39,-30.400001139380038,-7.236666874789322,6.499999709893018,9.212152029347761
