Generation,Min,Mean,Max,Std
-1,-24.183334222490277,-24.183334222490277,-24.183334222490277,0.0
0,-19.42083408598167,-19.42083408598167,-19.42083408598167,0.0
1,-5.50000066399419,-5.50000066399419,-5.50000066399419,0.0
2,0.5541661114742359,0.5541661114742359,0.5541661114742359,0.0
3,-6.033334032244359,-6.033334032244359,-6.033334032244359,0.0
4,-8.59166736602007,-8.59166736602007,-8.59166736602007,0.0
5,0.18333290431958935,0.18333290431958935,0.18333290431958935,0.0
6,-4.220833851878221,-4.220833851878221,-4.220833851878221,0.0
7,1.4291662578859057,1.4291662578859057,1.4291662578859057,0.0
8,-3.0333338684091964,-3.0333338684091964,-3.0333338684091964,0.0
9,3.729166334223313,3.729166334223313,3.729166334223313,0.0
10,-5.733333977521397,-5.733333977521397,-5.733333977521397,0.0
11,-3.933333897187064,-3.933333897187064,-3.933333897187064,0.0
12,-4.750000557668197,-4.750000557668197,-4.750000557668197,0.0
13,-0.08750048939449091,-0.08750048939449091,-0.08750048939449091,0.0
14,1.8041662807421137,1.8041662807421137,1.8041662807421137,0.0
15,1.9499996816351388,1.9499996816351388,1.9499996816351388,0.0
16,-8.945834061092077,-8.945834061092077,-8.945834061092077,0.0
17,-2.7708337800965332,-2.7708337800965332,-2.7708337800965332,0.0
18,-5.200833855507274,-5.200833855507274,-5.200833855507274,0.0
19,2.7449996571910256,2.7449996571910256,2.7449996571910256,0.0
20,0.10145783265276502,0.10145783265276502,0.10145783265276502,0.0
21,1.1916662742927049,1.1916662742927049,1.1916662742927049,0.0
22,-15.54166770920468,-15.54166770920468,-15.54166770920468,0.0
23,3.833333050327686,3.833333050327686,3.833333050327686,0.0
24,-2.8416672677267343,-2.8416672677267343,-2.8416672677267343,0.0
25,4.254166398236218,4.254166398236218,4.254166398236218,0.0
26,-1.133333786778773,-1.133333786778773,-1.133333786778773,0.0
27,-1.4458338327240199,-1.4458338327240199,-1.4458338327240199,0.0
28,2.5249996196556217,2.5249996196556217,2.5249996196556217,0.0
29,-2.6291671621147543,-2.6291671621147543,-2.6291671621147543,0.0
30,-6.937500740867108,-6.937500740867108,-6.937500740867108,0.0
31,1.0166662505750235,1.0166662505750235,1.0166662505750235,0.0
32,0.1083327947029223,0.1083327947029223,0.1083327947029223,0.0
33,1.8166662043270965,1.8166662043270965,1.8166662043270965,0.0
34,-1.3500005077027406,-1.3500005077027406,-1.3500005077027406,0.0
35,-6.43583408529715,-6.43583408529715,-6.43583408529715,0.0
36,0.19166626296161363,0.19166626296161363,0.19166626296161363,0.0
37,4.774999773905923,4.774999773905923,4.774999773905923,0.0
38,0.908332886834008,0.908332886834008,0.908332886834008,0.0
39,-10.137500923398571,-10.137500923398571,-10.137500923398571,0.0
