solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.2999999783933163,-1.9000000730156898,2.1499997139908373,13.049999410752207,32.29999853763729,40.349998500198126,40.94999860459939,38.7499982342124,33.29999873787165,37.54999853344634
1,-3.499999986961484,-2.9000000385567546,-2.2000000858679414,6.099999652709812,28.949998897965997,27.349998984020203,52.24999812385067,30.399998805485666,38.14999848185107,39.599998662713915
2,-4.100000012665987,-3.2999999783933163,-2.600000025704503,10.149999635759741,31.949998795986176,23.549999051727355,36.14999858941883,35.299998512957245,40.99999821605161,39.79999828059226
3,-3.6999999955296516,-3.2999999783933163,-2.0000000772997737,3.1999997990205884,29.049998628906906,24.199999040924013,31.04999887337908,37.949998629279435,31.89999859780073,32.5499985483475
4,-5.000000051222742,-3.1500000106170774,-1.9500000751577318,-1.4621764421463013e-07,28.1999990218319,30.949998907744884,31.499998775310814,28.049998819362372,31.99999871943146,33.54999863123521
5,-4.200000016950071,-3.1999999741092324,-2.1500000450760126,5.949999763630331,5.549999746493995,33.64999875286594,22.44999896455556,28.34999875491485,36.74999822443351,33.399998624809086
6,-5.550000074785203,-3.6999999955296516,-2.600000025704503,0.39999979361891747,6.799999566748738,17.399999015964568,17.499999372288585,23.199999075382948,35.549998679663986,31.849998478312045
7,-6.9500001347623765,-9.550000246148556,-2.9000000385567546,-0.10000015050172806,1.8999995873309672,11.549999423790723,24.09999903663993,19.89999912586063,22.899998945184052,11.74999943235889
8,-16.600000548176467,-11.650000336114317,-3.599999991245568,-2.1000000429339707,-3.6999999955296516,-3.2999999783933163,8.099999585188925,10.799999586306512,7.999999307561666,10.349999370984733
9,,,-18.050000803545117,-14.400000453926623,-21.90000077523291,-19.650000678841025,-3.549999989103526,-8.000000179745257,-3.9000000040978193,2.2999998377636075
