,Gen,Mean,Min,Max,Std,-Std,+Std,type
0,0,-3.4900000329129397,-4.100000012665987,-2.6000003735534847,0.3555276839734168,-3.8455277168863566,-3.1344723489395228,coach
1,1,-2.935000059381127,-3.450000216718763,-1.2000001203268766,0.6364157021960944,-3.5714157615772217,-2.2985843571850326,coach
2,2,-0.5400001344271004,-3.1999999741092324,6.799999412149191,2.692935032394218,-3.232935166821318,2.1529348979671177,coach
3,3,0.9999997770879417,-2.2000000858679414,8.449999482836574,3.385705079599041,-2.385705302511099,4.385704856686982,coach
4,4,1.6749997674953192,-1.500000094529241,11.749999393709004,4.309596681288297,-2.6345969137929774,5.984596448783616,coach
5,5,2.7149996885098515,-1.500000094529241,11.749999393709004,4.690258339927604,-1.9752586514177528,7.405258028437456,coach
6,6,4.951999616576359,-1.1000001160427928,14.149999264627697,5.38937229794242,-0.4373726813660612,10.341371914518778,coach
7,7,6.286999581428245,-1.0000001890584826,19.149999171029776,6.930838188487802,-0.643838607059557,13.217837769916047,coach
8,8,7.424999563163146,-0.4500001654960215,19.149999171029776,7.124262877531968,0.30073668563117817,14.549262440695113,coach
9,9,7.499999558646232,-0.4500001654960215,19.149999171029776,7.04765894841276,0.45234061023347216,14.547658507058992,coach
10,10,8.729999499255792,-0.4500001654960215,25.44999858783558,8.97675295358364,-0.24675345432784823,17.70675245283943,coach
11,11,9.31499943099916,0.2999997893348336,25.44999858783558,8.82040356025404,0.4945958707451208,18.1354029912532,coach
12,12,9.74499941850081,0.2999997893348336,25.44999858783558,8.439888588953243,1.3051108295475675,18.184888007454056,coach
13,13,10.089999433699996,0.2999997893348336,25.44999858783558,8.3479275483558,1.7420718853441954,18.437926982055796,coach
14,14,10.509999417187647,0.2999997893348336,25.44999858783558,8.3113713813095,2.198628035878146,18.82137079849715,coach
15,15,10.53999941847287,0.3499997914768755,25.44999858783558,8.278550249657549,2.2614491688153215,18.81854966813042,coach
16,16,10.799999398691579,0.9499997398816048,25.44999858783558,7.993528304965046,2.8064710937265334,18.793527703656626,coach
17,17,11.064999367529527,0.9499997398816048,25.44999858783558,7.799103810788681,3.265895556740846,18.86410317831821,coach
18,18,11.26499936063774,2.499999690335244,25.44999858783558,7.568224396572071,3.6967749640656686,18.83322375720981,coach
19,19,11.69999939543195,2.499999690335244,25.79999891621992,7.272000867083309,4.427998528348641,18.97200026251526,coach
20,20,11.854999359278008,2.499999690335244,25.79999891621992,7.127111763024097,4.72788759625391,18.982111122302104,coach
21,21,12.43999931048602,2.499999690335244,25.79999891621992,7.1839332451646145,5.256066065321405,19.623932555650633,coach
22,22,13.274999268958345,2.499999690335244,25.79999891621992,7.230776015704881,6.044223253253464,20.505775284663226,coach
23,23,13.279999277042226,2.5499997711740434,25.79999891621992,7.223336944932492,6.056662332109734,20.503336221974717,coach
24,24,13.279999277042226,2.5499997711740434,25.79999891621992,7.223336944932492,6.056662332109734,20.503336221974717,coach
25,25,13.319999294634908,2.5499998098239303,25.79999891621992,7.181406303637066,6.138592990997842,20.501405598271973,coach
26,26,13.974999287910759,4.299999574199319,25.79999891621992,6.613140106875211,7.361859181035547,20.58813939478597,coach
27,27,14.269999281363562,4.299999574199319,25.79999891621992,6.588671879386274,7.681327401977288,20.858671160749836,coach
28,28,15.084999254578724,4.299999574199319,25.79999891621992,7.117585391152114,7.96741386342661,22.202584645730838,coach
29,29,15.424999203300104,4.299999574199319,25.79999891621992,6.854532972478647,8.570466230821456,22.27953217577875,coach
30,30,15.424999203300104,4.299999574199319,25.79999891621992,6.854532972478647,8.570466230821456,22.27953217577875,coach
31,31,15.42499921103008,4.299999574199319,25.79999891621992,6.854532965007519,8.570466246022562,22.2795321760376,coach
32,32,16.749999117059634,4.299999574199319,25.79999891621992,6.775248845990604,9.97475027106903,23.525247963050237,coach
33,33,18.149999076826496,4.299999574199319,26.24999877950177,6.9450699568783,11.204929119948197,25.095069033704796,coach
34,34,19.764999018749222,4.299999574199319,28.199998825788494,7.097184068540952,12.667814950208271,26.862183087290173,coach
35,35,20.439998989831658,4.299999574199319,32.09999856771901,7.7444429154932095,12.695556074338448,28.184441905324867,coach
36,36,21.18499898351729,4.299999574199319,32.09999856771901,7.650491583372596,13.534507400144694,28.835490566889884,coach
37,37,21.90499897985719,4.299999574199319,32.09999856771901,7.475340888859149,14.429658090998041,29.38033986871634,coach
38,38,22.444999011419714,5.849999759346247,32.09999856771901,7.306040029006625,15.13895898241309,29.75103904042634,coach
39,39,22.444999011419714,5.849999759346247,32.09999856771901,7.306040029006625,15.13895898241309,29.75103904042634,coach
