,Gen,Mean,Min,Max,Std,-Std,+Std,type
0,0,-4.615000034729019,-10.050000267568976,-3.3999999826774,1.96342184216867,-6.578421876897689,-2.6515781925603488,coach
1,1,0.6249998424667865,-3.3999999826774,31.399998576380312,10.280010519563676,-9.65501067709689,10.905010362030463,coach
2,2,2.4849996286910025,-2.4500004444271326,31.399998576380312,9.743845141901685,-7.258845513210683,12.228844770592687,coach
3,3,6.149999620206654,-0.9000001074746251,35.349998553749174,10.301625709094234,-4.151626088887579,16.45162532930089,coach
4,4,9.239999466994778,-0.8000001418404281,38.04999855486676,10.808672076450737,-1.5686726094559589,20.048671543445515,coach
5,5,13.409999306080863,0.9999998593702912,38.04999855486676,10.981957568449234,2.428041737631629,24.391956874530095,coach
6,6,14.444999200385064,1.1999998278915882,38.04999855486676,11.281210786348884,3.16378841403618,25.72620998673395,coach
7,7,19.134999143052845,1.799999698996544,41.99999857228249,12.597976631918907,6.537022511133937,31.732975774971752,coach
8,8,19.534999129269274,2.1999997161328797,41.99999857228249,12.89612397949113,6.638875149778144,32.4311231087604,coach
9,9,20.03499913564883,2.1999997161328797,41.99999857228249,13.098588283311047,6.936410852337785,33.13358741895988,coach
10,10,20.479999151267112,2.1999997161328797,41.99999857228249,13.51775087738408,6.9622482738830325,33.99775002865119,coach
11,11,21.274999186163768,5.049999723676592,41.99999857228249,12.705141264964105,8.569857921199663,33.98014045112787,coach
12,12,21.65499918325804,5.049999723676592,41.99999868962914,12.833947745780447,8.821051437477594,34.48894692903849,coach
13,13,22.839999055676163,5.049999723676592,41.99999868962914,12.983273452830396,9.856725602845767,35.82327250850656,coach
14,14,24.78999899677001,5.049999723676592,46.149998168926686,13.682758732803073,11.107240263966936,38.47275772957308,coach
15,15,26.249998904578387,5.899999761488289,54.34999790322036,15.234417690875238,11.015581213703149,41.484416595453624,coach
16,16,27.399998845625667,6.799999684095383,54.34999790322036,13.869588530076737,13.53041031554893,41.2695873757024,coach
17,17,27.994998836610467,6.799999684095383,54.34999790322036,13.808157415118522,14.186841421491945,41.80315625172899,coach
18,18,29.85499877370894,13.949999138712885,56.34999814769253,12.319931675796584,17.535067097912354,42.174930449505524,coach
19,19,32.65499872085638,13.949999138712885,56.34999814769253,13.278373961847821,19.376624759008564,45.9333726827042,coach
20,20,35.18999862116762,14.049999337643383,56.34999814769253,12.513987813687894,22.676010807479724,47.70398643485551,coach
21,21,36.719998594652864,14.849999255966395,56.34999814769253,12.860038521531441,23.85996007312142,49.58003711618431,coach
22,22,37.724998525483535,14.849999255966395,56.34999814769253,12.931535683493905,24.79346284198963,50.65653420897744,coach
23,23,38.75999852027744,14.849999255966395,57.64999804878608,13.635941099551774,25.12405742072567,52.395939619829214,coach
24,24,39.47999849314802,15.3999993968755,57.64999804878608,13.863786956966631,25.616211536181385,53.34378545011465,coach
25,25,40.14499847153202,15.3999993968755,57.64999804878608,13.357290702988518,26.787707768543502,53.50228917452054,coach
26,26,40.32999845626764,17.24999924423173,57.64999804878608,13.021888917170354,27.308109539097284,53.35188737343799,coach
27,27,41.09499847427942,21.89999890094623,57.64999804878608,11.88609341920283,29.208905055076592,52.98109189348225,coach
28,28,41.53499845834449,22.949998712632805,57.64999804878608,11.644849417525904,29.890149040818585,53.179847875870394,coach
29,29,42.50499846967868,23.549999169074,57.64999804878608,11.29421167227637,31.210786797402314,53.79921014195505,coach
30,30,44.554998360387984,23.84999906457961,57.64999804878608,9.674849850563566,34.880148509824416,54.22984821095155,coach
31,31,44.639998336695136,23.84999906457961,57.64999804878608,9.63121980631953,35.00877853037561,54.271218143014664,coach
32,32,45.559998275619,26.799998843111094,57.64999804878608,8.500346866824254,37.05965140879475,54.06034514244325,coach
33,33,46.37999826464802,34.64999860106036,57.64999804878608,6.911989446488986,39.468008818159035,53.29198771113701,coach
34,34,46.6849982702639,34.64999860106036,57.64999804878608,6.676490329393902,40.00850794087,53.3614885996578,coach
35,35,47.444998252857474,34.64999860106036,57.64999804878608,6.791371220719434,40.65362703213804,54.23636947357691,coach
36,36,48.379998243087904,34.64999860106036,57.64999804878608,7.105005121358036,41.27499312172987,55.48500336444594,coach
37,37,48.574998228251935,36.59999845270068,57.64999804878608,6.743042582503435,41.8319556457485,55.31804081075537,coach
38,38,48.68999825664796,36.59999845270068,57.64999804878608,6.664862943346642,42.02513531330132,55.3548611999946,coach
39,39,51.00999817880802,39.14999833004549,57.64999804878608,6.221768106762792,44.78823007204522,57.231766285570814,coach
