solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.369999981392175,-1.8500000592786818,1.7749997600447387,10.194999442622066,17.679999157600104,24.854998901952058,27.85999892055988,29.779998731426893,29.699998829467223,32.239998714393
1,-3.7649999983143063,-3.049999990873039,0.4299998375587165,4.609999626688659,16.624999197153375,23.3849990835879,27.614998835651203,28.344998801220207,25.444998974865303,31.349998749559745
2,-3.9800000075250863,-3.119999990006909,0.21499982448294758,4.594999672984704,13.419999345438555,22.65999907143414,25.279998905118553,29.144998848205432,25.02499894457869,32.34499873863533
3,-4.000000008381903,-3.164999995799735,-0.16000016080215573,3.4549996699672194,11.959999464964493,21.454999092686922,28.15499882400036,29.18499879897572,28.769998729834334,32.20499876369722
4,-4.255000019306317,-3.274999981187284,-1.4550000926014035,2.8699997262097896,13.379999394528568,19.17499916064553,26.124998957896604,27.584998869430272,26.879998857993634,31.389998759143054
5,-4.220000017806887,-3.3549999807495623,-1.960000052396208,1.2749998006038368,7.849999530706555,17.264999143406747,27.11499882140197,26.034998926706614,25.624998935777693,32.81999868927524
6,-4.895000046724453,-3.429999983962625,-2.3950000362470747,1.0099997851066291,4.819999659573659,13.294999336078764,22.839999005151913,23.464998985547574,24.799998907744886,29.829998792242257
7,-9.665000254940242,-4.4250000265892595,-2.994999988516793,0.4549998390488327,3.2699996896553785,9.609999401401728,10.519999456824735,20.02499917829409,19.009999200096352,28.434998859884217
8,-20.23000073847361,-11.030000309552998,-3.6499999933876097,-2.340000072401017,-0.4350001529790461,0.5899998024571687,6.229999596579001,6.24999960931018,12.484999425476417,13.464999312441796
9,,-19.42500081091809,-14.844445041949964,-8.672222456532634,-5.827777894524236,-6.745000125980004,-3.9150000704452395,-3.2700000466778874,-1.5550001156516373,-2.2750001776963473
