solution_1,0,1,2,3,4,5,6,7,8,9
0,-3.7999999998137355,-1.9500000751577318,0.34999979147687554,0.29999982798472047,18.799999273382127,22.29999884078279,25.549998826812953,28.199998825788498,22.299999114125967,22.499999122694135
1,-5.000000051222742,-3.1999999741092324,-3.200000051409006,0.7999998107552528,6.54999971203506,17.499999137595296,16.299999319482595,6.999999575316906,9.89999958500266,27.349999101366848
2,-12.25000036181882,-3.1999999741092324,-3.2999999783933163,-2.600000025704503,10.099999516271055,12.949999367818236,16.499999289400876,16.099999310914427,11.899999282788485,12.899999404326081
3,-21.10000074096024,-3.3999999826774,-3.2999999783933163,-3.2999999783933163,14.849999294616282,17.099999159108847,21.199999221600592,16.74999918276444,18.599999459460378,21.699999165721238
4,-7.100000141188502,-3.449999984819442,-1.9000000730156898,-2.700000029988587,22.949998947326094,3.7999995527788997,15.949999343138188,17.549999139737338,17.199999124743044,15.299999275244772
5,-18.00000060815364,-4.300000021234155,-3.1999999741092324,-0.7500002942979336,22.39999911841005,14.449999316129833,4.199999494012445,16.749999300111085,14.599999283906072,15.449999399017543
6,-13.900000432506204,-10.600000291131437,-9.600000248290598,12.199999374337494,-1.000000111758709,-1.4000003221444786,-1.8000001846812665,20.94999905489385,9.399999446235597,10.899999473243952
7,-21.400000753812492,-12.800000385381281,-8.000000527594239,-0.1000001891516149,3.7499995147809386,9.849999544210732,-1.9000004981644452,8.999999311752617,10.049999514129013,17.09999912045896
8,-25.100000989623368,-14.350000490434468,-10.500000480096787,-12.900000466965139,-1.0000004209578037,-2.5500001781620085,-2.3500002468936145,-1.6500002169050276,1.7499997355043888,-5.400000222958624
9,,,-24.150000987574458,,-15.300000531133264,-9.90000026114285,,,,
